image_name,tags
test_1160,haze primary agriculture
test_1161,cloudy
test_1162,primary road water agriculture
test_1163,primary road agriculture partly_cloudy
test_1164,clear primary water agriculture
test_1165,clear primary agriculture
test_1166,clear primary
test_1167,clear primary
test_1168,clear primary agriculture
test_1169,clear primary
test_1170,clear primary
test_1171,clear primary agriculture
test_1172,clear primary
test_1173,clear primary road agriculture
test_1174,clear primary road habitation
test_1175,primary partly_cloudy
test_1176,clear haze primary agriculture cultivation
test_1177,cloudy
test_1178,clear primary
test_1179,clear primary agriculture
test_1180,clear primary agriculture
test_1181,clear primary
test_1182,clear primary
test_1183,clear haze primary agriculture cultivation
test_1184,clear primary agriculture
test_1185,clear primary road agriculture
test_1186,haze primary
test_1187,clear primary
test_1188,clear primary water agriculture
test_1189,clear primary
test_1190,cloudy
test_1191,clear road agriculture
test_1192,clear primary
test_1193,clear primary road water
test_1194,clear primary
test_1195,clear primary agriculture
test_1196,clear primary road agriculture habitation
test_1197,clear primary agriculture cultivation
test_1198,clear primary
test_1199,clear primary
test_1200,clear primary road agriculture habitation
test_1201,clear primary
test_1202,clear road agriculture habitation
test_1203,clear primary
test_1204,clear primary agriculture
test_1205,clear primary
test_1206,clear water
test_1207,clear primary
test_1208,haze primary
test_1209,clear primary road agriculture cultivation
test_1210,clear primary road agriculture habitation
test_1211,clear primary agriculture
test_1212,clear primary
test_1213,clear primary partly_cloudy
test_1214,clear primary road agriculture
test_1215,clear primary road agriculture
test_1216,clear primary
test_1217,primary partly_cloudy
test_1218,clear primary road agriculture
test_1219,primary partly_cloudy
test_1220,clear primary agriculture cultivation
test_1221,clear primary agriculture
test_1222,haze primary water
test_1223,primary agriculture partly_cloudy
test_1224,clear primary
test_1225,clear primary
test_1226,clear primary road agriculture habitation
test_1227,cloudy
test_1228,primary road water partly_cloudy
test_1229,primary partly_cloudy
test_1230,clear primary water
test_1231,clear primary road agriculture cultivation habitation
test_1232,clear primary water
test_1233,clear primary
test_1234,clear primary
test_1235,clear primary
test_1236,clear primary road agriculture habitation
test_1237,clear primary road agriculture
test_1238,haze primary
test_1239,clear primary water agriculture
test_1240,clear primary
test_1241,primary road agriculture habitation partly_cloudy
test_1242,clear primary
test_1243,clear primary
test_1244,clear primary
test_1245,haze primary water
test_1246,primary agriculture partly_cloudy
test_1247,clear primary road agriculture
test_1248,clear primary
test_1249,clear primary
test_1250,clear primary road agriculture
test_1251,clear primary
test_1252,primary agriculture
test_1253,primary road agriculture habitation partly_cloudy
test_1254,clear primary road agriculture
test_1255,primary water
test_1256,primary partly_cloudy
test_1257,clear primary
test_1258,clear primary road agriculture
test_1259,primary road agriculture partly_cloudy
test_1260,clear primary
test_1261,clear primary agriculture cultivation
test_1262,clear primary
test_1263,clear primary cultivation
test_1264,clear primary
test_1265,primary partly_cloudy
test_1266,clear primary
test_1267,clear primary
test_1268,clear primary
test_1269,clear primary
test_1270,clear primary road water agriculture
test_1271,clear primary
test_1272,primary partly_cloudy
test_1273,clear primary
test_1274,clear primary
test_1275,clear primary
test_1276,clear primary road agriculture
test_1277,clear primary road water agriculture
test_1278,primary partly_cloudy
test_1279,primary partly_cloudy
test_1280,clear primary road agriculture
test_1281,clear primary
test_1282,clear primary road water agriculture
test_1283,cloudy
test_1284,clear primary road
test_1285,clear primary
test_1286,clear primary
test_1287,clear primary agriculture
test_1288,clear primary road water agriculture
test_1289,clear primary
test_1290,clear primary water
test_1291,clear primary
test_1292,clear primary road agriculture
test_1293,clear primary agriculture cultivation
test_1294,primary agriculture partly_cloudy
test_1295,primary partly_cloudy
test_1296,clear primary road agriculture cultivation habitation
test_1297,cloudy
test_1298,clear primary
test_1299,clear primary
test_1300,primary road agriculture habitation partly_cloudy
test_1301,clear primary
test_1302,cloudy
test_1303,primary agriculture cultivation partly_cloudy
test_1304,primary partly_cloudy
test_1305,clear primary
test_1306,haze primary road agriculture
test_1307,haze primary road agriculture
test_1308,clear primary
test_1309,clear primary agriculture
test_1310,clear primary
test_1311,clear primary road water agriculture
test_1312,primary agriculture partly_cloudy
test_1313,primary road agriculture partly_cloudy
test_1314,clear primary road agriculture habitation
test_1315,clear primary road agriculture
test_1316,clear primary
test_1317,clear primary
test_1318,clear primary agriculture cultivation
test_1319,clear primary
test_1320,clear primary
test_1321,clear primary agriculture cultivation
test_1322,clear primary
test_1323,primary partly_cloudy
test_1324,clear primary
test_1325,clear primary
test_1326,clear primary
test_1327,haze primary
test_1328,clear primary water agriculture
test_1329,clear primary road water
test_1330,clear primary slash_burn agriculture cultivation
test_1331,primary partly_cloudy
test_1332,clear primary
test_1333,clear primary road water
test_1334,primary water partly_cloudy
test_1335,primary road agriculture partly_cloudy
test_1336,primary road agriculture partly_cloudy
test_1337,clear primary
test_1338,clear primary road agriculture
test_1339,primary partly_cloudy
test_1340,cloudy
test_1341,clear primary
test_1342,clear primary water
test_1343,primary partly_cloudy
test_1344,clear primary
test_1345,clear primary agriculture
test_1346,clear primary
test_1347,clear primary
test_1348,clear primary
test_1349,primary partly_cloudy
test_1350,clear primary road agriculture
test_1351,clear primary agriculture cultivation
test_1352,clear primary agriculture cultivation
test_1353,clear primary road agriculture
test_1354,primary partly_cloudy
test_1355,clear primary road agriculture
test_1356,clear primary road agriculture
test_1357,clear primary
test_1358,clear primary agriculture
test_1359,clear primary
test_1360,primary partly_cloudy
test_1361,primary road agriculture habitation partly_cloudy
test_1362,clear primary
test_1363,haze primary
test_1364,primary partly_cloudy
test_1365,haze primary
test_1366,clear primary agriculture habitation
test_1367,haze primary
test_1368,clear primary road agriculture cultivation habitation
test_1369,clear primary road habitation
test_1370,clear selective_logging primary agriculture
test_1371,cloudy
test_1372,cloudy
test_1373,primary partly_cloudy
test_1374,clear primary
test_1375,clear primary road agriculture
test_1376,clear primary road agriculture habitation
test_1377,primary partly_cloudy
test_1378,clear primary road agriculture
test_1379,primary water partly_cloudy
test_1380,haze primary agriculture
test_1381,clear primary
test_1382,clear primary agriculture
test_1383,clear primary
test_1384,clear primary water
test_1385,clear primary agriculture
test_1386,cloudy
test_1387,clear primary road agriculture
test_1388,clear primary water
test_1389,clear primary
test_1390,primary partly_cloudy
test_1391,clear primary
test_1392,clear primary
test_1393,clear primary agriculture
test_1394,clear primary
test_1395,clear primary agriculture cultivation
test_1396,clear haze primary
test_1397,clear primary
test_1398,primary road agriculture partly_cloudy
test_1399,clear primary road habitation
test_1400,clear primary agriculture cultivation
test_1401,clear primary road agriculture
test_1402,clear primary road water agriculture
test_1403,clear primary
test_1404,primary partly_cloudy
test_1405,clear primary
test_1406,primary road agriculture partly_cloudy
test_1407,cloudy
test_1408,clear primary
test_1409,clear primary
test_1410,clear primary
test_1411,clear primary water
test_1412,clear primary
test_1413,primary agriculture partly_cloudy
test_1414,clear primary
test_1415,primary partly_cloudy
test_1416,haze primary
test_1417,clear primary
test_1418,clear primary
test_1419,artisinal_mine clear primary water
test_1420,clear primary
test_1421,clear primary
test_1422,clear primary road water
test_1423,clear primary road agriculture cultivation
test_1424,clear primary
test_1425,cloudy
test_1426,clear primary
test_1427,clear primary road water
test_1428,clear primary road
test_1429,clear primary
test_1430,clear primary
test_1431,clear primary
test_1432,clear primary road agriculture habitation
test_1433,clear primary
test_1434,clear primary road habitation
test_1435,clear primary
test_1436,clear primary road agriculture
test_1437,clear primary agriculture
test_1438,clear primary road water agriculture
test_1439,clear primary
